element_index,cx,cy,cz,Re_J,Im_J,magnitude_J
28,9.505788651341e+01,4.361502441556e+01,-4.157750225784e+01,-2.971008044735e-05,-1.181480141948e-03,1.181853635058e-03
29,9.505788651341e+01,4.361502441556e+01,2.129551316738e+01,-1.711640889432e-04,-1.388723798842e-03,1.399232266214e-03
30,9.588067412180e+01,4.176337006459e+01,-7.320711306848e+00,1.355345772985e-04,-1.401069464356e-04,1.949348046989e-04
31,9.588067412180e+01,4.176337006459e+01,-1.296127778361e+01,-1.172592613549e-04,-4.177561397346e-04,4.339008258340e-04
32,9.588067412180e+01,4.176337006459e+01,-2.401443645702e+01,-2.126538327857e-04,-3.336799182773e-04,3.956816150139e-04
33,9.588067412180e+01,4.176337006459e+01,3.732447366566e+00,-2.550088693839e-04,-4.259387807516e-04,4.964406997947e-04
34,8.006026241541e+01,4.284517796864e+01,-4.739564853411e+01,-1.759311465286e-04,-8.677658561075e-05,1.961681526883e-04
35,6.851200364128e+01,4.284517796864e+01,-4.739564853411e+01,7.777269109062e-05,-2.171203232425e-05,8.074654065115e-05
36,8.583439180247e+01,4.117851130198e+01,-4.906231520078e+01,-7.265230431374e-04,-4.341797577975e-05,7.278192446139e-04
37,8.583439180247e+01,4.451184463531e+01,-4.572898186745e+01,1.182358247461e-04,-5.767574221509e-05,1.315530368082e-04
38,6.273787425421e+01,4.117851130198e+01,-4.906231520078e+01,-1.341563902648e-04,4.188347495403e-04,4.397959577706e-04
39,6.273787425421e+01,4.451184463531e+01,-4.572898186745e+01,8.639691194809e-04,-4.147639770589e-04,9.583693422071e-04
40,9.910852118954e+01,1.146434740459e+01,-1.811836355029e+01,2.311097819407e-05,2.374947951883e-05,3.313842317465e-05
41,9.910852118954e+01,3.157578264701e+01,-2.163625540167e+00,8.160812834749e-05,2.130959501160e-05,8.434444529392e-05
42,9.910852118954e+01,1.625508827806e+01,-1.014099454523e+01,-1.767036838645e-04,-1.118338801961e-04,2.091196036984e-04
43,9.910852118954e+01,1.539459524582e+01,-2.525224059852e+01,-2.211615208306e-04,6.064506568452e-05,2.293256250138e-04
44,9.910852118954e+01,2.697004650452e+01,-1.014099454523e+01,4.577842910509e-05,-5.896975044292e-05,7.465317165821e-05
45,9.910852118954e+01,2.768606235288e+01,4.979195119810e+00,5.419239889591e-05,-1.820894723923e-05,5.716976349133e-05
46,9.910852118954e+01,1.014586619410e+01,-2.163625540167e+00,6.475333964393e-06,-1.147179089418e-04,1.149005160212e-04
47,9.910852118954e+01,3.289426385750e+01,-1.811836355029e+01,5.277499323827e-05,1.149585493383e-05,5.401254106186e-05
48,9.910852118954e+01,9.285373161863e+00,-3.322960960358e+01,1.649701973919e-04,-4.650785989431e-05,1.714005456802e-04
49,9.910852118954e+01,1.464285227509e+01,-3.854785560696e+01,8.073385018208e-04,6.856108698565e-05,8.102444564271e-04
50,9.910852118954e+01,3.361027970587e+01,1.295656412487e+01,3.024599267082e-05,3.876090829465e-05,4.916531383475e-05
51,9.910852118954e+01,2.825280059264e+01,1.827481012824e+01,-2.458843739123e-04,7.346768901123e-05,2.566254598883e-04
52,9.910852118954e+01,1.333848178258e+01,5.307555811140e+00,5.996703711198e-05,4.593530557511e-05,7.553871747832e-05
53,9.910852118954e+01,2.978984038997e+01,-2.565789648260e+01,-2.067770494986e-05,3.843001461691e-05,4.363981559825e-05
54,9.910852118954e+01,1.390522002234e+01,1.860317081957e+01,-6.256699583952e-04,1.811391505690e-04,6.513634075592e-04
55,9.910852118954e+01,2.016371971491e+01,7.132130467744e+00,-3.065848205717e-04,-1.653312611729e-04,3.483226638133e-04
56,9.910852118954e+01,2.903809741924e+01,-3.895351149104e+01,1.279637716918e-04,7.692709761669e-05,1.493067487200e-04
57,9.910852118954e+01,8.547740909114e+00,1.328492481620e+01,-3.421091566553e-04,-4.160343965385e-05,3.446295420570e-04
58,9.910852118954e+01,3.439557653246e+01,-3.363526548766e+01,1.544386382235e-04,-8.566987200390e-05,1.766086632799e-04
59,9.910852118954e+01,2.300513000474e+01,-2.747352752746e+01,2.195883658977e-04,2.772133484425e-05,2.213312513929e-04
60,9.910852118954e+01,2.225338703401e+01,-3.545089653252e+01,-4.352873452041e-04,-8.833774463250e-04,9.847998708218e-04
61,9.910852118954e+01,2.073045795467e+01,1.510949947280e+01,-1.477388773904e-04,-1.031826998495e-04,1.802038996271e-04
62,9.575057075030e+01,7.260701411467e+00,1.286208740612e+01,-1.976299960790e-04,3.659030453936e-04,4.158637444867e-04
63,8.242443097206e+01,1.118715864829e+01,2.646050637628e+01,1.069832317579e-04,2.780512695028e-05,1.105374912059e-04
64,7.671603318551e+01,1.142779253637e+01,-3.286826385748e+01,-1.019103935354e-03,-4.594886706257e-04,1.117901010594e-03
65,9.375959704951e+01,8.629267802419e+00,-3.186739204406e+01,5.670868727813e-05,-1.038833552821e-04,1.183538200375e-04
66,6.607947205952e+01,6.718647776094e+00,6.673798979334e+00,-4.640530120380e-05,-2.402747871221e-04,2.447149879071e-04
67,7.718606582982e+01,1.133361901136e+01,1.479541182170e+01,-4.451838556564e-04,-8.011323397339e-05,4.523348268648e-04
68,8.198613678595e+01,1.144371185996e+01,-7.840011563218e+00,-3.366546053779e-04,1.261849328789e-04,3.595260221567e-04
69,6.213073135280e+01,3.654745231917e+00,-1.303857820221e+00,7.868687327439e-06,-1.134571734830e-04,1.137297078823e-04
70,7.429991880634e+01,1.097350809794e+01,-4.034506156644e+01,-4.291829863001e-05,-5.360098272934e-04,5.377253158560e-04
71,7.367218697985e+01,1.087320447483e+01,6.735785635314e+00,1.731183326302e-04,-1.194070172994e-04,2.103045241382e-04
72,7.650640009884e+01,1.110947965253e+01,-1.384337691100e+01,-4.233226475088e-06,4.254438783628e-05,4.275447511961e-05
73,8.782538093075e+01,1.118903246643e+01,1.787072731244e+01,5.283452285884e-06,-5.828192809663e-05,5.852091942817e-05
74,6.175125159670e+01,3.489498894645e+00,-2.005348289469e+01,4.020140379244e-05,-1.722609211916e-05,4.373661071209e-05
75,6.687690255073e+01,7.144244126562e+00,-1.121634616969e+01,-3.685181701681e-05,1.118210377148e-04,1.177369988281e-04
76,8.773470357206e+01,1.099847658694e+01,-3.562008979602e+01,2.618191863028e-04,-2.003381119725e-04,3.296735437141e-04
77,7.483869141518e+01,1.088068074455e+01,2.130167116909e+01,-3.504385149561e-04,-1.081464794941e-04,3.667462525938e-04
78,8.868333136998e+01,1.086879504997e+01,2.395887537797e+01,3.791124042971e-04,-1.295566084704e-03,1.349895438516e-03
79,8.585525221917e+01,1.143025715014e+01,-4.085212693888e+01,1.339017282612e-04,-1.691969276713e-03,1.697259469312e-03
80,6.619916161118e+01,6.765520976096e+00,2.410964626782e+01,1.162571437549e-04,-8.533860769443e-06,1.165699371780e-04
81,7.994935415817e+01,1.163303303273e+01,1.417251837446e+00,-2.698651848091e-05,-1.053335123582e-04,1.087355553875e-04
82,6.629033202020e+01,6.819257539867e+00,-4.441060981785e+01,2.744146989806e-04,-3.085027293322e-04,4.128890420223e-04
83,9.470353847406e+01,7.535319073060e+00,-1.808627128991e+01,3.403596985108e-05,2.383547141782e-05,4.155209912163e-05
84,9.089496609550e+01,9.574008401590e+00,-1.010890228485e+01,-1.468759586509e-04,2.672292070813e-05,1.492871786886e-04
85,6.579109308072e+01,6.607071616408e+00,-2.805011415382e+01,-1.553936772405e-04,-6.755940398452e-05,1.694445867918e-04
86,9.529994881098e+01,7.393814649163e+00,-2.163625540167e+00,-1.396121392803e-04,-1.921516043303e-04,2.375158699563e-04
87,7.917312989874e+01,1.194029591018e+01,-4.383488595481e+01,-2.663918719397e-04,-8.644230950648e-04,9.045396158913e-04
88,8.391385494746e+01,1.196033433157e+01,1.386609896336e+01,-4.809786014659e-05,-9.587689586041e-04,9.599746455680e-04
89,7.345261759730e+01,1.076304087294e+01,-2.714156244823e+01,3.989923093735e-05,3.576485012359e-04,3.598671964291e-04
90,6.095382110548e+01,3.063902544177e+00,1.754140026445e+01,1.789225023324e-04,-5.369552406730e-05,1.868059719221e-04
91,9.580396260259e+01,7.572804578893e+00,2.357572440772e+01,-6.937947794668e-05,3.846264776689e-05,7.932772046008e-05
92,6.104492188279e+01,3.117572721762e+00,-3.784236381448e+01,-1.121693008772e-05,-1.454293694018e-04,1.458613074300e-04
93,9.146156213978e+01,9.402857270323e+00,-2.434068979455e+01,1.556481007441e-04,1.086130450377e-04,1.897975890722e-04
94,8.550023302849e+01,1.166890566519e+01,6.196705057035e+00,5.482600949871e-06,8.068612137316e-04,8.068798405820e-04
95,9.372725872788e+01,8.966556673256e+00,-4.587657252364e+01,-1.145326789609e-03,3.556603106000e-04,1.199277995934e-03
96,9.194199837175e+01,9.299390739997e+00,4.884718401055e+00,-3.819610606400e-05,1.297826256841e-05,4.034077115954e-05
97,7.904227366139e+01,1.161070367715e+01,-2.177196193041e+01,2.839816131742e-04,-1.734773944250e-04,3.327761454755e-04
98,9.622725872777e+01,7.381217998980e+00,-4.337657252364e+01,1.260300389734e-03,-8.332946890005e-04,1.510872963250e-03
99,9.330396260259e+01,9.158143253265e+00,2.607572440772e+01,-4.001935536442e-04,-7.970001623992e-04,8.918319007766e-04
100,8.938014569673e+01,1.064638703989e+01,-4.491767519028e+01,8.609761545996e-05,-4.011532955993e-04,4.102886373739e-04
101,8.346869563080e+01,1.196279978541e+01,-3.112605110299e+01,-3.705728322639e-04,-4.719757043078e-04,6.000710703483e-04
102,8.508860639277e+01,1.177378475332e+01,-2.468213808896e+01,2.463080268841e-05,-2.412280544338e-04,2.424822688095e-04
103,8.269802337630e+01,1.115642579993e+01,-4.790043420622e+01,3.777248668823e-04,7.880192093786e-05,3.858572505536e-04
104,9.700157338379e+01,6.761729605155e+00,-3.624946554616e+01,1.611322959211e-05,7.889824953078e-05,8.052682749810e-05
105,9.322033139034e+01,8.858914471526e+00,1.817870241117e+01,-7.945845196263e-04,-5.365910617663e-04,9.587984805981e-04
106,-2.861500087482e+01,1.363427810612e+01,-4.955047056547e+01,1.317041040665e-05,-1.434798823489e-04,1.440830883523e-04
107,5.366498031106e+01,9.900457462797e+00,-4.955047056547e+01,4.338093600177e-04,-1.048552655323e-04,4.463016777347e-04
108,-3.075285507145e+01,7.042898849695e+00,-4.955047056547e+01,-8.372198268624e-05,1.750172720962e-04,1.940113808953e-04
109,-3.304160368108e+01,1.873513181266e+01,-4.955047056547e+01,4.066663814000e-04,-1.139952057830e-05,4.068261235840e-04
110,6.587759871582e+01,1.853093969968e+01,-4.955047056547e+01,-8.370530285998e-06,6.920145423092e-05,6.970586090813e-05
111,-3.945951200819e+01,4.149749701317e+00,-4.955047056547e+01,-1.078955962035e-05,-4.751609893761e-05,4.872570425402e-05
112,8.101120025793e+01,1.467268968893e+01,-4.955047056547e+01,-5.727727306252e-05,-1.178010713486e-04,1.309877033174e-04
113,8.730027038411e+01,1.932286176141e+01,-4.955047056547e+01,-2.048759607898e-04,-2.192233639655e-05,2.060455001756e-04
114,-1.468024480220e+01,9.484528404803e+00,-4.955047056547e+01,6.410389636220e-04,-6.305736841744e-04,8.991963768026e-04
115,7.363254742353e+01,2.917183338149e+01,-4.955047056547e+01,3.539492423298e-04,-3.434795190978e-04,4.932121715707e-04
116,-7.084964265626e+00,1.014854141037e+01,-4.955047056547e+01,1.094483992868e-04,4.521488153561e-04,4.652069467822e-04
117,-4.854111432513e+01,8.217619489339e+00,-4.955047056547e+01,-7.566286491681e-05,1.260316620490e-04,1.469994862789e-04
118,-1.840664130506e+01,1.607590766123e+01,-4.955047056547e+01,3.427227584923e-04,4.121535729683e-04,5.360312088854e-04
119,4.821727764246e+01,1.649183671922e+01,-4.955047056547e+01,1.025689308668e-04,3.318800296172e-04,3.473683054596e-04
120,7.887220752183e+01,3.177655286830e+01,-4.955047056547e+01,8.148925847668e-05,2.045373109989e-04,2.201726841317e-04
121,-4.156226042712e+01,2.769381381258e+01,-4.955047056547e+01,-6.461283025505e-04,-6.449195078384e-04,9.129090617073e-04
122,-4.833885232819e+01,3.136647762433e+01,-4.955047056547e+01,6.728834268493e-05,7.647101967149e-04,7.676649047736e-04
123,8.318045832736e+01,3.750926177862e+01,-4.955047056547e+01,5.686594409436e-05,-8.994873464487e-05,1.064166831937e-04
124,-3.351648960273e+01,3.132733618826e+01,-4.955047056547e+01,-2.355250601170e-04,5.799649757886e-04,6.259643976174e-04
125,-2.826716826937e+01,2.625204877801e+01,-4.955047056547e+01,2.478381311966e-05,-6.356354368059e-04,6.361184212992e-04
126,-2.928241221330e+00,3.557162153944e+00,-4.955047056547e+01,-1.951330004511e-04,-5.143527300055e-05,2.017981049804e-04
127,-4.108737450547e+01,2.017689684723e+01,-4.955047056547e+01,7.150625755781e-04,6.909307232968e-05,7.183928866827e-04
128,-8.493218283041e+01,2.684648250491e+01,-4.955047056547e+01,-2.062325771655e-04,-1.062295804852e-05,2.065059881021e-04
129,-6.426150783212e+01,1.899142684189e+01,-4.955047056547e+01,-1.293128923325e-04,1.461298302660e-05,1.301359419850e-04
130,1.367958639264e+01,3.371367141687e+00,-4.955047056547e+01,1.439800613701e-04,-1.844635277728e-04,2.340022460373e-04
131,-4.858478025340e+01,1.625076378033e+01,-4.955047056547e+01,7.447239240034e-05,4.278381640348e-05,8.588708969267e-05
132,-6.879001531862e+01,2.659022372054e+01,-4.955047056547e+01,5.131169414945e-06,-2.289658443516e-06,5.618846443251e-06
133,3.093782962086e+01,3.347033890302e+00,-4.955047056547e+01,-1.656875530497e-04,-2.584630450352e-04,3.070106038632e-04
134,7.311760668441e+01,1.954018486626e+01,-4.955047056547e+01,8.288440716215e-05,-4.023128574859e-05,9.213241179740e-05
135,-7.451309921083e+01,2.698576685849e+01,-4.955047056547e+01,-1.716866455201e-04,9.442896882065e-05,1.959416607118e-04
136,-2.225202315689e+01,2.893149148378e+00,-4.955047056547e+01,6.670160555417e-05,-4.357699055449e-05,7.967470294447e-05
137,4.781450812211e+01,3.309078206372e+00,-4.955047056547e+01,-6.634910509625e-05,-1.500804616390e-04,1.640925004772e-04
138,6.524521067972e+00,6.928529295631e+00,-4.955047056547e+01,1.163269540776e-04,9.572240415180e-05,1.506477311531e-04
139,6.061841006787e+01,2.479161117645e+01,-4.955047056547e+01,1.507687343109e-05,-7.653374989689e-04,7.654859890556e-04
140,-6.346113493812e+01,3.190977131420e+01,-4.955047056547e+01,-1.716527766534e-04,7.499894168218e-05,1.873219607688e-04
141,-7.968286149705e+01,3.230531445215e+01,-4.955047056547e+01,5.518967312561e-05,-3.536682917227e-05,6.554931445417e-05
142,-7.976242054419e+01,2.152693491124e+01,-4.955047056547e+01,-1.310091055840e-04,-2.375255066008e-04,2.712595657887e-04
143,3.220125222408e+01,1.652979240315e+01,-4.955047056547e+01,2.508902891379e-05,2.489842852722e-06,2.521227259229e-05
144,2.279783981168e+01,6.718401031989e+00,-4.955047056547e+01,-3.510421851649e-05,-8.335202297100e-05,9.044261103601e-05
145,1.580366207872e+01,1.655412565454e+01,-4.955047056547e+01,1.772845912075e-04,3.251731926028e-04,3.703612175527e-04
146,8.895458771443e+01,3.252778533587e+01,-4.955047056547e+01,-5.132177454723e-05,3.074469133157e-04,3.117010251027e-04
147,5.648754762802e-02,1.673992066679e+01,-4.955047056547e+01,-5.109709675951e-04,-1.695817633651e-04,5.383765449860e-04
148,3.975655747357e+01,1.324749135310e+01,-4.955047056547e+01,-2.481037849385e-04,-4.278932891958e-04,4.946192020530e-04
149,2.364471438401e+01,1.330978028841e+01,-4.955047056547e+01,-6.421779556833e-05,-6.976289548412e-04,7.005783924020e-04
150,7.801722181733e+00,1.351990855206e+01,-4.955047056547e+01,1.967458692011e-05,-4.931882017101e-04,4.935804814582e-04
151,3.934000944268e+01,6.656112096674e+00,-4.955047056547e+01,-3.560040244028e-04,-1.711945867980e-04,3.950271534210e-04
152,-5.647975560931e+01,2.067745205988e+01,-4.955047056547e+01,-1.750116441846e-04,1.292884006568e-04,2.175880652623e-04
153,8.464633690889e+01,2.679507642554e+01,-4.955047056547e+01,1.108334747092e-04,3.023240921770e-04,3.219998692962e-04
154,-5.575894176245e+01,2.827624893853e+01,-4.955047056547e+01,-6.227937411516e-04,1.623309033960e-04,6.436018693376e-04
155,6.273787425421e+01,3.662902296155e+01,-4.955047056547e+01,1.812096733261e-05,-9.414945729006e-05,9.587747266737e-05
156,6.223671202564e+01,1.029306407453e+01,-4.955047056547e+01,3.231739381627e-04,-1.653200277520e-05,3.235965102151e-04
157,6.639253945493e+01,3.153356525336e+01,-4.955047056547e+01,-3.174896038913e-04,-7.204808947445e-04,7.873324382184e-04
158,6.354542358054e+01,4.500000000000e+01,-1.538625540167e+00,-1.435806340774e-05,2.613352667839e-05,2.981803483583e-05
159,8.522500952223e+01,4.500000000000e+01,-1.874336355029e+01,-7.450867616634e-05,-6.227281115355e-05,9.710533370020e-05
160,6.871017068736e+01,4.500000000000e+01,-1.014099454523e+01,-1.411176824808e-04,-2.162054841381e-04,2.581840655039e-04
161,6.778135519387e+01,4.500000000000e+01,6.154652463636e+00,-1.641278267674e-06,-1.817350920914e-06,2.448787194039e-06
162,8.025842946149e+01,4.500000000000e+01,-1.014099454523e+01,1.813476549544e-05,4.563847946960e-05,4.910947492971e-05
163,8.103247000907e+01,4.500000000000e+01,-2.644620413357e+01,9.740401640915e-06,2.200858160916e-05,2.406767725755e-05
164,6.212849197397e+01,4.500000000000e+01,-1.874336355029e+01,2.476270128157e-05,-1.235476894772e-04,1.260048528824e-04
165,8.664194112880e+01,4.500000000000e+01,-1.538625540167e+00,3.779970847954e-04,3.638139660349e-07,3.779972598768e-04
166,6.119967648047e+01,4.500000000000e+01,1.475702146870e+01,7.938118165344e-05,-1.253079025402e-04,1.483355737499e-04
167,6.697380586754e+01,4.500000000000e+01,2.049193413874e+01,-1.024259460084e-04,2.150127690457e-04,2.381628964982e-04
168,8.741598167638e+01,4.500000000000e+01,-3.504857313863e+01,-2.419483023283e-05,1.257374636449e-04,1.280441313527e-04
169,8.164185228932e+01,4.500000000000e+01,-4.078348580867e+01,-8.798727862920e-06,-4.412875165079e-06,9.843326634238e-06
170,6.556882277670e+01,4.500000000000e+01,-2.680079309587e+01,-8.953095098918e-06,1.127745699228e-04,1.131294017182e-04
171,8.329669626420e+01,4.500000000000e+01,6.592656430049e+00,-1.243363381624e-05,-8.218073447391e-06,1.490409276216e-05
172,7.292454203768e+01,4.500000000000e+01,-2.876872100912e+01,-3.457614279470e-05,-5.386842840956e-05,6.401029003118e-05
173,6.617820505694e+01,4.500000000000e+01,-4.113807477097e+01,-1.929304709759e-05,-9.040017485488e-05,9.243599558669e-05
174,8.248914693787e+01,4.500000000000e+01,2.092993810515e+01,1.057397211929e-05,-2.366257238671e-05,2.591768157717e-05
175,6.040407566988e+01,4.500000000000e+01,-3.540316210093e+01,5.023011563341e-04,-3.168654936520e-04,5.938940921763e-04
176,8.826327632494e+01,4.500000000000e+01,1.519502543511e+01,5.793952857587e-05,2.666742476681e-04,2.728958470570e-04
177,7.598436910340e+01,4.500000000000e+01,8.551021763812e+00,2.993555049697e-04,-2.513835522428e-05,3.004091464304e-04
178,7.517681977707e+01,4.500000000000e+01,1.715339076887e+01,-5.940966255986e-05,-2.526476533684e-04,2.595387153356e-04
179,7.353392431792e+01,4.500000000000e+01,-3.737109001418e+01,3.181009177225e-05,-1.222943988408e-04,1.263637682502e-04
180,9.769026202780e+01,3.982581002067e+01,2.409429149569e+01,4.978747515358e-04,-9.185732062752e-04,1.044823431736e-03
181,9.617971980239e+01,4.193121005653e+01,2.560687680006e+01,-1.835794245668e-03,-6.104836943802e-03,6.374886243914e-03
182,9.259797896414e+01,4.411724467117e+01,2.612624474803e+01,8.342191509309e-05,-1.840645585554e-03,1.842535043775e-03
183,9.438884938327e+01,4.384975755137e+01,2.469585261789e+01,1.364216123229e-03,-9.774612248932e-03,9.869353081527e-03
184,9.438884938327e+01,4.102018587436e+01,2.752542429489e+01,9.401695145311e-04,-7.874857117698e-04,1.226398166296e-03
185,9.259797896414e+01,4.245057800451e+01,2.779291141470e+01,-1.441225269518e-03,-1.455161883742e-02,1.462281577081e-02
186,5.696374486714e+01,4.128087845581e+01,1.417436788111e+01,-6.718527589463e-05,3.611474705312e-04,3.673436494186e-04
187,5.696374486714e+01,4.128152009026e+01,-3.445807851561e+01,-3.991124854553e-04,-9.352049062389e-05,4.099229905883e-04
188,5.696374486714e+01,2.830410002226e+01,1.426558887435e+01,2.890268842321e-04,-5.500926737229e-04,6.214004260479e-04
189,5.696374486714e+01,2.830474165672e+01,-3.454929950885e+01,-1.201378264425e-04,-5.717251690817e-04,5.842112343184e-04
190,5.696374486714e+01,3.876517564336e+01,2.519303580159e+01,2.665870396322e-04,5.567400565249e-05,2.723384743389e-04
191,5.696374486714e+01,3.876517564336e+01,-4.547502489204e+01,1.196415306059e-03,-6.316459719393e-04,1.352917668758e-03
192,5.696374486714e+01,3.372753193824e+01,2.685970246825e+01,-1.027310297755e-03,-7.070623644577e-04,1.247118131977e-03
193,5.696374486714e+01,3.372753193824e+01,-4.714169155871e+01,-1.963173006878e-03,-3.276969070618e-04,1.990335026530e-03
194,5.696374486714e+01,2.404007071429e+01,-1.945859896202e+01,2.308287456626e-04,-1.831104118602e-04,2.946376295651e-04
195,5.696374486714e+01,2.403126748954e+01,-8.470097127508e-01,3.352340829613e-05,1.441342848384e-04,1.479814548167e-04
196,5.696374486714e+01,4.084850897669e+01,-1.680343046084e+00,2.705124885543e-04,1.125820581748e-04,2.930046523295e-04
197,5.696374486714e+01,4.085731220144e+01,-1.862526562869e+01,-1.259050098012e-04,-3.522094814600e-05,1.307386197010e-04
198,5.696374486714e+01,3.670582117813e+01,-1.016461412955e+01,3.333953544684e-04,2.014718328477e-04,3.895425032164e-04
199,5.696374486714e+01,2.829720043456e+01,-1.016461412955e+01,2.318673608632e-04,-2.808220584929e-04,3.641750974049e-04
200,5.696374486714e+01,2.873021154813e+01,-2.657094492228e+01,9.434624617917e-05,1.982989401961e-04,2.195989158694e-04
201,5.696374486714e+01,2.872076668893e+01,6.263614703464e+00,-4.113088514918e-04,-1.730168541693e-04,4.462172152015e-04
202,5.696374486714e+01,3.712938743250e+01,5.430281370130e+00,6.901900934816e-07,1.000041578535e-04,1.000065395379e-04
203,5.696374486714e+01,3.713883229170e+01,-2.573761158895e+01,1.100407213318e-04,-8.526366984965e-05,1.392079514520e-04
204,5.696374486714e+01,4.284517796864e+01,-4.739564853411e+01,-5.987815808738e-03,-1.642890932124e-02,1.748608016810e-02
205,5.696374486714e+01,3.671336240029e+01,-3.945087884556e+01,5.668840489475e-04,-7.598075855800e-05,5.719533203175e-04
206,5.696374486714e+01,2.698557786133e+01,-4.714169155871e+01,-2.259085873354e-04,3.929054396417e-04,4.532211097599e-04
207,5.696374486714e+01,2.361460082288e+01,-4.057344555534e+01,-1.231413089657e-04,-4.648226692574e-05,1.316221224276e-04
208,5.696374486714e+01,4.284517796864e+01,2.711365944366e+01,-1.045741194225e-03,-1.462313972525e-02,1.466048396437e-02
209,5.696374486714e+01,3.671272076583e+01,1.916716821105e+01,2.004102276007e-04,1.214197144146e-04,2.343224410412e-04
210,5.696374486714e+01,2.361460082288e+01,2.029145646488e+01,1.036398464508e-05,3.966621489058e-05,4.099781434991e-05
211,5.696374486714e+01,2.698557786133e+01,2.685970246825e+01,1.019084836300e-04,1.409676658788e-04,1.739460314554e-04
212,9.305945980369e+01,3.252778533594e+01,2.880435404911e+01,4.304835196835e-04,1.473824479844e-05,4.307357386830e-04
213,9.828989191802e+01,1.357357325830e+01,2.361861457115e+01,-7.721875669552e-05,-8.655777968499e-05,1.159956275452e-04
214,9.805945980369e+01,3.048511599875e+01,2.380435404911e+01,-1.379539309450e-05,-1.405709273285e-05,1.969555093750e-05
215,9.328989191802e+01,1.636824793652e+01,2.861861457115e+01,-4.902379130297e-05,-2.265819705643e-05,5.400672187390e-05
216,9.555945980369e+01,2.633697288938e+01,2.630435404911e+01,3.530764798276e-05,-3.122474636986e-04,3.142373443629e-04
217,9.578989191802e+01,2.014038837538e+01,2.611861457115e+01,3.245013754875e-04,2.922015948275e-04,4.366725486139e-04
218,9.485033022282e+01,3.725738095048e+01,2.804871156462e+01,1.822119716732e-05,6.871348990028e-05,7.108836557754e-05
219,9.735033022282e+01,3.642404761715e+01,2.554871156462e+01,1.553246564237e-05,-3.239798566536e-04,3.243519770345e-04
220,9.501557269103e+01,1.042089901764e+01,2.792748850217e+01,7.081168856280e-05,-9.018507471578e-05,1.146631716752e-04
221,9.751557269104e+01,8.835560343269e+00,2.542748850217e+01,1.232614389541e-03,-2.284842964887e-03,2.596121262094e-03
222,-5.061975451436e+01,0.000000000000e+00,1.492519880691e+01,3.960823225689e-04,-6.451066956697e-05,4.013014237946e-04
223,2.093227939097e+01,0.000000000000e+00,3.585852233436e+00,-2.081852486680e-04,2.051868734247e-04,2.923059198661e-04
224,-3.599161822349e+01,0.000000000000e+00,1.785209439906e+01,-2.027542873307e-04,-2.125627841211e-04,2.937554054384e-04
225,-4.274871799769e+01,0.000000000000e+00,2.462802338842e+01,-3.127699918665e-05,1.523384841112e-06,3.131407637941e-05
226,-4.793520987130e+01,0.000000000000e+00,7.037614174864e+00,-5.684269648485e-05,-2.070483117626e-04,2.147093280401e-04
227,3.134986127653e+01,0.000000000000e+00,2.128312345373e+00,1.763494916457e-04,-2.807161889814e-05,1.785697594535e-04
228,-3.965135702261e+01,-1.850371707709e-15,-4.677157480301e+01,-3.571732630444e-04,1.358483405263e-04,3.821354621826e-04
229,-2.851202110234e+01,0.000000000000e+00,1.749971219848e+01,-2.400969232466e-04,1.349125783348e-04,2.754050405229e-04
230,-5.410227315108e+01,1.549191574212e-16,-3.407310156041e+01,-3.351204491184e-04,-3.261924938363e-05,3.367042186366e-04
231,-5.145402114751e+01,1.549191574212e-16,-3.943943335355e+01,-5.594532970255e-04,-8.603425729846e-05,5.660299329378e-04
232,-3.918395440292e+01,0.000000000000e+00,7.806947175382e+00,-5.651264364311e-05,-2.132012707565e-04,2.205639606638e-04
233,-3.830636424689e+01,0.000000000000e+00,-9.952261625827e+00,2.510064146114e-05,1.783186892727e-06,2.516390186865e-05
234,5.156804361986e+01,0.000000000000e+00,1.793236190389e+01,-4.302484570538e-05,8.084416497752e-06,4.377779275022e-05
235,-3.303590370937e+01,0.000000000000e+00,-1.678196383565e+01,-6.092354908671e-04,-2.013154908765e-04,6.416352625900e-04
236,-4.773425417866e+01,0.000000000000e+00,-1.021546771189e+01,8.777806040194e-05,-1.754039056921e-06,8.779558383506e-05
237,4.479294802085e+01,0.000000000000e+00,2.422762389377e+01,-1.026144558404e-05,-5.388731396635e-05,5.485562753248e-05
238,7.900435143013e-01,0.000000000000e+00,3.856611105289e+00,3.812895612835e-06,-9.596419461973e-05,9.603991265077e-05
239,-3.503146841025e+01,0.000000000000e+00,-2.366357387764e+01,5.906050887187e-05,-1.858340520729e-05,6.191515692707e-05
240,-3.261892870385e+01,0.000000000000e+00,-3.543701298851e+01,-1.785776697558e-04,2.090091765838e-04,2.749087485542e-04
241,3.739847035468e+01,0.000000000000e+00,9.413358179828e+00,-1.137317414226e-05,-3.792350558587e-06,1.198878696238e-05
242,-1.989424841099e+01,0.000000000000e+00,-9.398734854168e+00,1.354639971174e-05,2.819496832037e-05,3.128036418804e-05
243,-3.118528887996e+01,0.000000000000e+00,-4.195510103934e+01,-1.719720287157e-04,-5.657916534810e-05,1.810402734534e-04
244,5.108797380134e+01,0.000000000000e+00,-2.026561238517e+01,-1.572097904240e-05,1.623862038673e-05,2.260181351388e-05
245,5.188076600148e+01,0.000000000000e+00,-2.641466035695e-01,1.599575065890e-04,6.192236973542e-05,1.715248780434e-04
